Refacility,facilityname,Syste
11552,Makwasinyi Dispensary,14832
12813,Tunyai Health centre,14831
13741,Lwanda Dispensary,14829
12837,Vyulya Dispensary,14828
12612,Muumandu Health Center,14827
12370,Kitunduni Dispensary,14826
12618,Mwala Subcounty Hospital,14825
12769,St Orsola Mission Hospital,14824
10750,Mother Elizabeth Mugunda Dispensary,14823
11748,Rabai Rural Health Demonstration Centre,14821
10055,Bellevue Health Centre,14819
10287,GK Prison Dispensary (Murang'a),14818
11152,Wahundura Dispensary,14814
10470,Kangema Sub-District Hospital,14808
10256,Gikui Health Centre,14805
10207,Gatanga Dispensary,14804
10893,Nyakianga Health Centre,14802
10627,Kiria-ini Mission Hospital,14801
11488,Kishushe Dispensary,14799
11390,Ghazi Dispensary,14798
12893,Chandaria Health Centre,14797
13249,Waithaka Health Centre,14793
13001,Kangemi Health Centre,14792
12236,Kathonzweni Health Centre,14791
13815,Misori Dispensary,14789
13725,Kunya Dispensary,14788
13837,Naya Health Centre,14787
13461,Abidha Health Centre,14784
13757,Mahaya Health Centre (Rarieda),14781
13497,Bar Aluru Dispensary (Rarieda),14780
10774,Munyu Health Centre,14779
13000,Kamiti Prison Hospital,14778
15933,Khaoya Dispensary,14777
16345,St Ladislaus Dispensary,14776
11688,Mwanda Health Centre (Taita Taveta),14774
13564,Gesusu Sub-County Referral Hospital,14773
10378,JKUAT Hospital,14772
13632,Jalaram Nursing Home,14770
15776,Wei Dispensary,14769
13586,Gods Will Medical Clinic,14768
13534,Disciples of Mercy Clinic,14767
13722,Kowino Dispensary,14766
12597,Mutindwa Dispensary,14762
16098,Sabatia Sub County Hospital,14761
15903,Inyali Dispensary,14760
15867,Ebusyubi Dispensary,14759
15963,Luanda Town Dispensary,14758
15847,St.Mark Orthodox Health Center,14754
12534,Mitunguu Dispensary,14753
15815,Bugina Health Centre,14752
11368,Eshu Dispensary,14751
10798,Mutithi Health Centre,14749
12328,Kionyo Dispensary,14746
15520,Salama Health Centre (Laikipia West),14744
13109,Meridian Equator Hospital,14743
10672,Maina Village Dispensary,14742
15339,Ngarua Health Centre,14741
13131,Nyumbani Diagnostic Laboratory and Medical Clinic,14738
13042,Langata Hospital,14737
13666,Kemera (SDA) Dispensary,14736
13662,Kegogi Health Centre,14734
13576,Giribe Dispensary,14733
16464,Ishiara Sub-District Hospital,14732
12333,Kirie Dispensary,14731
12185,Kanyuambora Dispensary,14729
12300,Kigumo Health center,14728
12413,Consolata Kyeni Hospital,14727
12719,Runyenjes District Hospital,14724
16468,Riandu Dispensary,14723
12007,Ena Dispensary,14722
11911,Yeshua Medical,14721
15896,Iduku Dispensary,14720
12362,Kithyoko Health centre,14717
16418,St Mary's Yala Dispensary,14715
11656,Msau Dispensary,14714
13760,Malanga Health Centre,14710
15322,Ndanai Sub County Hospital,14709
14261,Bomet Health Centre,14708
15565,Sigor Sub-District Hospital,14707
15714,Tegat Sub County Hospital,14706
15178,Merigi Health Centre,14704
11686,Mwambirwa Dispensary,14703
10267,Githumu Hospital,14701
13473,Aluor Mission Health Centre,14700
10199,Gaichanjiru Hospital,14699
16432,Donyo Sabuk Dispensary,14697
12841,Wamunyu Health Centre,14696
15537,Segero Dispensary (SDA),14695
11629,Mkongani Health Centre,14693
15646,St Joseph Catholic Dispensary (Laikipia East),14692
15253,Muramati Dispensary,14689
11829,Star Hospital,14687
13835,MV Patel Medical Clinic,14684
11387,Gede Health Centre,14681
12049,GK Prison Dispensary (Meru),14680
13808,Milimani Hospital,14679
13524,Chiga Dispensary,14677
12984,Jamaa Mission Hospital,14675
13105,Mutuini Sub-District Hospital,14674
11969,Chiakariga Health Centre,14670
12666,Nkubu Dispensary,14669
15823,Bumala A Health Centre,14668
15985,Madende Model Health Centre,14665
16066,Nambale Sub County Hospital,14663
12340,Kisasi Health Centre (Kitui Rural),14662
16160,Webuye Health Centre,14661
14096,Sondu Sub County Hospital,14660
13740,Lwala Community Hospital,14659
12904,Coptic Medical Clinic,14657
16790,Segere Dispensary,14655
10884,Njoki Dispensary,14654
16172,Kianjugu Dispensary,14653
10368,Jamii Hospital,14652
12525,Mikinduri Sub-District Hospial,14650
10687,Maragua Ridge Health Centre,14649
12485,Matiliku Sub County Hospital,14646
11895,Watamu Dispensary,14645
11262,Bughuta Health Centre,14644
16035,Mumias Model Health Centre,14643
15817,Bukaya Health Centre,14641
12244,Katulani Health Centre,14640
15732,Tom Mboya Health Centre,14639
12357,Kithimani Dispensary,14638
10233,Gatundu District Hospital,14637
10869,Ngoliba Health Centre,14636
11259,Bomu Medical Centre (Likoni),14635
11851,Timboni Community Dispensary,14634
13727,Kodingo Health Centre,14633
12347,Kisiiki Dispensary,14632
11894,Watamu Community Health Centre,14630
11759,Royal Health Care,14628
11763,Sagaighu Dispensary,14627
11265,Bura Mission Clinic,14626
16129,Sirimba Dispensary,14623
15822,Bulwani Dispensary,14621
12184,Kanyangi Sub County Hospital,14619
12587,Muthale Mission Hospital,14618
16072,Nangina Dispensary,14617
12303,St Theresa Hospital (Kiirua),14615
12119,Kaanwa Dispensary,14613
16042,Mung'ung'u Dispensary,14612
13202,St Francis Community Hospital,14611
16013,Mbaleway Side Clinic,14610
16131,Sisenye Dispensary,14609
12582,Musalala Dispensary,14607
12287,Kibugu Health Centre,14606
12279,Kianjokoma Sub-District Hospital,14604
10703,Mataara Dispensary,14601
11974,Chuluni Health Centre,14600
12110,Jordan Hospital,14597
11741,Port Reitz MTC Dispensary,14596
11677,Muyeye Health Centre (Municipal),14595
12772,St Teresa Medical Clinic,14591
13208,St Joseph Mukasa Dispensary,14588
11436,Jomvu Model Health Centre,14587
12861,AAR City Centre Clinic,14586
16662,Liverpool VCT (Kisumu East),14585
12255,Kauwi Sub County Hospital,14584
13692,Kijauri Sub County Hospital,14582
11512,Lamu County Referral Hospital,14581
11273,CDC Ganjoni Dispensary,14580
11233,Badria Medical Clinic,14579
16538,Crystal Medical Centre,14575
11854,Tononoka Administration Police Dispensary & VCT,14573
10744,Mugeka Dispensary,14569
11602,Mgange Dawida Dispensary,14568
11589,Mbale Health Centre,14567
15798,Amukura Health Centre,14564
11161,Wamagana Health Centre,14563
10099,Comrade Nurising Home,14562
11562,Marafa Health Centre,14561
10808,Mwea Mission (Our Lady Of Lourdes) Hospital,14559
13648,Kaluo Health Centre,14558
15876,Emuhaya Sub County Referral Hospital,14557
13492,Awendo Sub County Hospital,14555
15325,Ndindika Health Centre,14554
10891,Nyahururu Private Hospital,14553
12297,Kiereni Dispensary,14552
12500,Mbeu Sub-District Hospital,14551
13193,Special Treatment Clinic,14549
15909,Kaboywo Dispensary,14547
15977,Lusheya Health Centre,14545
15925,Kaptama (Friends) Health Centre,14542
15991,Makunga RHDC,14541
13246,St.Scholastica Uzima Hospital,14540
13799,Uluthe Dispensary,14539
13735,Ligega Health Centre,14538
16789,Rambula Dispensary,14537
16033,Mulwanda Health Centre,14536
11303,King'orani Prison Dispensary,14532
16123,Shibanze Dispensary,14531
12029,Garbatulla District Hospital,14528
15637,St Elizabeth Nursing Home,14527
16765,Kijawa Dispensary,14526
16152,Tongaren Model Health Centre,14524
15927,Karima Dispensary (Bungoma),14523
13578,GK Prison Dispensary (Homa Bay),14522
13123,Ngong Road Dispensary,14521
16137,St Clare Medical Centre,14520
14161,Uriri Sub County Hospital,14519
15398,Olenguruone Sub-District Hospital,14518
15800,Angurai Health Centre,14517
10785,Muruka Dispensary,14516
11945,Barambate Dispensary,14515
10877,Njabini Maternity and Nursing Home,14514
13567,Getembe Hospital,14513
10474,Kanyenyaini Health Centre,14512
13477,Anding'o Opanga Dispensary,14511
13688,Kibogo Dispensary,14510
13657,Katito Sub County Hospital,14509
11404,Gotani Model Health Centre,14508
13696,Kiogoro Model Health Centre,14506
13680,Keumbu Sub County Hospital,14502
13475,Amatierio Health Centre,14501
13683,Kiamokama health centre,14500
13695,Kineni Dispensary,14499
11538,Magongo (MCM) Dispensary,14498
13580,Kisii GK Prisons Dispensary,14497
10894,Nyaribo Dispensary,14496
16421,Changara (GOK) Dispensary,14494
10642,Kiunyu Dispensary,14493
10269,Githunguri Health Centre,14487
15377,NYS Dispensary (Gilgil),14486
13631,Iyabe Sub County Hospital,14485
10640,Kirwara Health Clinic,14484
13687,Kibigori Dispensary,14483
10234,Gatunyu Dispensary,14482
15619,Sotik Health Centre,14479
16105,Shamberere Health Centre,14478
12487,Matuu Cottage Clinic,14477
15758,Uasin Gishu District Hospital,14476
10639,Kirwara Sub District,14474
11304,Diani Health Centre,14471
13771,Manyuanda Health Centre (Rarieda),14469
13587,Gongo Dispensary,14467
13780,Masala Dispensary,14465
15516,Sakutiek Health Centre,14463
13521,Chemelil Dispensary (Mohoroni),14459
13719,Koru Mission Health Centre,14458
10465,Kangari Health Centre,14456
10446,Kambui (PCEA) Dispensary,14455
10445,Kambiti Health Centre,14453
15993,Malaba Dispensary,14452
15738,Tot Sub County hospital,14451
16049,Musanda (ACK) Dispensary,14447
16145,St Pius Musoli Health Centre,14446
12790,Embu Children Hospital,14445
12768,St Michael Nursing Home,14444
11984,Dallas Dispensary,14443
13766,Manga District Hospital,14442
13545,Entanda Health Centre,14438
12658,Nguni Health Centre,14437
13928,Nyang'oma Sub county Hospital,14436
13544,Endiba Health Centre,14435
15940,Khwisero Health Centre,14432
12663,Ngwata Health Centre,14431
11758,Roka Maweni Dispensary,14430
16070,Namulungu Dispensary,14428
11359,Dzikunze Dispensary,14427
11580,Matsangoni Model Health Centre,14426
10920,Othaya Medical Clinic,14425
11839,Tausa Health Centre,14424
10520,Kerugoya District Hospital,14413
15808,Bokoli Hospital,14406
12150,Kaliani Health Centre,14404
13523,Chepngombe Health Centre,14402
14145,Tindereti Dispensary,14401
12041,Githongo District Hospital,14399
10740,Mt Sinai Nursing Home,14396
11493,Kiwandani Dispensary,14394
13350,GK Prison Dispensary (Garissa),14391
10643,Kiuu Dispensary,14390
10832,Ndemi Health Centre,14389
12262,Kavuta Dispensary,14388
15990,Makhonge Health Centre,14387
12011,Enziu Dispensary,14386
10512,Kenol Hospital,14385
13464,Administration Police Dispensary (Kisumu),14384
12716,Ruiri Catholic Health Centre,14380
12341,Kisau Sub County Hospital,14379
11581,Matuga Dispensary,14378
15753,Turbo Sub County Hospital,14377
13010,Kasarani Health Centre,14375
13012,CFW Clinic (Mwiki),14374
12839,Waita Health Centre,14373
12192,Kaongo Health Centre,14371
16683,Kuresoi Health Centre,14369
15821,Bulondo Dispensary,14368
15678,Subukia Sub County Hospital,14367
14618,Kabiemit Health Centre (Mosop),14366
15463,Pioneer Health Centre,14365
12805,Tseikuru Sub County Hospital,14364
10471,Kangu Dispensary,14363
10647,Kutus Dispensary,14362
10476,Karaba Health Centre (Nyeri South),14359
11090,Thangathi Health Centre,14358
10210,Gatei Dispensary,14355
15836,Butere Sub County Hospital,14351
16748,Githunguri Health Centre (Ruiru),14350
15790,Ageng'a Dispensary (Samia),14348
12047,GK Prison Dispensary (Kitui),14347
11446,Kaderboy Medical Clinic (Old Town),14346
15606,Solian Dispensary,14345
12151,Kaliku Dispensary,14344
13809,Minyenya Health Centre,14342
11923,Akachiu Health Centre,14341
11041,St Joseph Catholic Dispensary (Ruiru),14339
11430,Jaribuni Dispensary,14338
14294,Chebiemit Sub county Hospital,14337
15011,Langas RCEA Health Center,14335
15833,Bushiri Health Centre,14332
10507,Karuri Level 4 Hospital,14331
10252,Gichuru Dispensary,14330
11734,Pandya Memorial Hospital,14329
12381,Kola Health Centre,14328
15417,Olmoran Health Centre,14327
16783,Asayi Dispensary,14326
10097,Cianda Dispensary,14324
15440,Ongata Rongai Sub County Hospital,14323
16085,Nzoia Sugar Dispensary,14322
15975,Lupida Health Centre,14321
15835,Busibwabo Dispensary,14320
15703,Tambach Sub-County Hospital,14319
11977,Cottolengo Mission Hospital,14318
11818,St Lukes ( ACK) Nursing Home(Kaloleni),14317
16253,Kitonyoni Dispensary,14315
13697,Kionyo Health Centre,14314
13641,Kadenge Ratuoro Health Centre,14312
15290,Nakuru West (PCEA) Health Centre,14311
14426,Egerton University,14308
14207,Annex Hospital (Nakuru),14307
11479,Kinagoni Dispensary,14306
13526,Chinato Health Centre,14305
15490,Rombo Health Centre,14304
12563,Mukuuni Dispensary,14303
13113,Nairobi South Clinic,14302
10825,Nazareth Hospital,14301
12797,Thitani Health Centre,14300
12849,Winzyeei Health Centre,14298
10441,Kamahuha Dispensary,14296
15813,Buduta Dispensary,14295
12622,Mwanyani Health Centre,14294
12360,kithuki health centre,14293
13112,Nairobi South Hospital,14292
12027,Gakoromone Dispensary,14291
12852,Yanzuu Health Centre,14289
12377,Kivani Health Centre,14284
12860,Zombe (AIC) Health Centre,14283
12637,Ndithini Level 4 Hospital,14281
12795,Tharaka District Hospital,14280
12215,Katangi Health Centre,14274
16433,Kakuyuni Health Centre,14271
15826,Bumutiru Dispensary,14268
16234,Miathene District Hospital,14265
12599,Mutito Catholic Dispensary,14264
12600,Mutitu Dispensary,14263
11477,Kimorigho Dispensary,14261
10528,Kiairathe Dispensary,14259
16021,Moding Health Centre,14257
13772,Kitutu Chache North Sub County Referral Hospital,14256
11526,Lungalunga Sub County Hospital,14251
12628,Mwitika Health Centre,14246
15943,Kibisi Dispensary,14245
10357,Ithanga Health Centre,14244
10761,Mukurwe Dispensary,14243
15126,Samburu County Referral Hospital,14240
10733,Mitubiri Health Centre,14237
12190,Kanziku Health Centre,14234
12410,Kyatune Health Centre,14232
12604,Our Lady of Lourdes Mutomo  Hospital,14230
11981,D Comboni Mission,14228
13507,Bondo County Referral Hospital,14226
11558,Mamba Dispensary,14224
12251,Katyethoka Health Centre,14223
11673,Mtwapa Nursing Home,14218
11704,Ndome Dispensary (Taita),14216
10587,Kigumo Health Centre (Kiambu East),14213
13017,Soweto Kayole PHC Health Centre,14212
12917,DIWOPA Health Centre,14211
13744,Macalder Mission Dispensary,14207
13486,Arombe Dispensary,14206
13086,Melchezedek Hospital,14205
13016,Kayole II Sub-District Hospital,14204
15616,Sosiani Health Centre,14203
10582,Kiganjo Health Centre,14201
10878,Njabini Health Centre,14200
13841,Ndhiwa Sub County Hospital,14198
11976,Consolata Mission Hospital (Nkubu),14197
11425,Jambo Healthcare Limited,14196
15289,Nakuru War Memorial Hospital,14195
13843,Ndiru Health Centre,14194
13643,Kager Dispensary,14192
10288,Ruiru GK Prison Dispensary,14189
10615,Kinunga Health Centre,14188
13800,Mecheo Dispensary,14183
16130,Sirisia Sub County Hospital,14181
15824,Bumala B Health Centre,14180
11780,Sera Dispensary,14179
10806,Mwea Medical Centre,14178
14768,Kapsowar Dispensary,14177
13673,Kenyenya Sub County Referral Hospital,14176
16347,Burnt Forest Sub County Hospital,14175
12853,Yatta Health Centre,14174
13853,Ngodhe Dispensary,14173
16278,Thim Lich Dispensary,14172
16546,Gombato Dispensary (CDF),14171
13281,Alimaow Health Centre,14170
13450,Wagberi Dispensary,14169
13358,Hadado Health Centre,14168
10171,Engineer District Hospital,14167
13550,Etago Sub-county Hospital,14166
15959,Kuvasali Health Centre,14165
13036,Kivuli Dispensary,14164
13844,Ndiwa Dispensary,14163
14111,St Joseph's Obaga Dispensary,14162
11721,Nyali Health Care Limited,14161
15921,Kapchemwani Dispensary,14160
15870,Ekwanda Health Centre,14159
15987,Mahanga Dispensary (Lugari),14158
16389,Matulo Dispensary,14157
13793,Matoso Health Clinic,14156
16203,Kiwalwa Dispensary,14155
15791,Ahmadiya Hospital,14152
16041,Mung'ang'a Dispensary,14151
15855,Cheptais Sub County Hospital,14150
15871,Elgon view Medical Cottage,14149
10443,Kambirwa Health Centre,14148
15969,Lumakanda Sub County Hospital,14147
11489,Kisimani Health Services,14146
10110,Difathas Health Centre,14145
13791,Matongo Health Centre,14144
16058,Mwihila Mission Hospital,14143
16420,Ochude Dispensary,14142
12036,Giaki Sub-District Hospital,14141
11208,Al Farooq Hospital,14140
13080,Mbagathi District Hospital,14139
14105,St Consolata Clinic,14138
15755,Turkwel Health Centre,14137
11785,Shika Adabu (MCM) Dispensary,14136
16403,Total Dispensary,14135
15368,Nturukuma Dispensary,14134
15702,Talek Health Centre,14133
13522,Chemelil Sugar Health Centre,14131
15825,Bumula Sub County Hospital,14130
16010,Mautuma Sub County Hospital,14129
15961,Likuyani Sub-County Hospital,14128
15983,Mabusi Health Centre,14127
16031,Mukuyu Dispensary,14126
16005,Matete Health Centre,14124
15970,Lumani Dispensary,14123
16084,Nzoia (ACK) Dispensary,14122
15955,Kongoni Health Centre,14121
16008,Matunda Sub-County Hospital,14120
14129,Star Maternity & Nursing Home,14119
14001,Othoch Rakuom Dispensary,14118
15860,Chwele Sub County Hospital,14117
13604,Holy Family Oriang Mission Dispensary,14114
13748,Magena Health Centre,14111
12306,Kikoko Mission Hospital,14110
10481,Karangatha Health Centre,14109
10912,Old Mawingu Health Centre,14107
15962,Luanda MCH/FP Clinic,14106
15928,Kegondi Health Centre,14105
12042,Gitine Dispensary,14104
15304,Nanyuki Cottage Hospital,14103
13668,Kendu Sub-District Hospital,14102
15388,Olbutyo Health Centre,14101
